geoid20,tractname,HA_Urban,HA_Conservation,HA_Agriculture,HA_Unclassified,PCT_Urban,PCT_Conservation,PCT_Agriculture,PCT_Unclassified
15003006704,Moanalua Valley,11.08932629955329,0,0,0,100.0000103632385,0,0,0
15003006806,Ala Lilikoi,50.48630721457331,1.429274167155157,0,0,97.24692689930833,2.75307361779643,0,0
15003006810,Aliamanu Makai,85.66729230440644,21.422437591863996,0,0,79.99580580550172,20.00419426576279,0,0
15003006811,Aliamanu Mauka,42.89835996027469,16.162590279372235,0,0,72.63405061197275,27.36595062048112,0,0
15003006813,Honolulu Country Club,34.78229164395605,33.194797934907854,0,0,51.16766938912074,48.832332945698035,0,0
15003006814,Ala Ilima Street-Ala Lilikoi Street,6.226362515970635,0,0,0,100.00000767735095,0,0,0
15003006816,Likini Street-Aila Street,22.611260978309325,0,0,0,99.99999999955487,0,0,0
15003006817,Likini Street-Maluna Street,49.59528256308189,0.183549110659699,0,0,99.63127031633599,0.368729244302609,0,0
15003006818,Hoa Aloha Neighborhood Park,3.089749447559146,5.177888991816611,0,0,37.37160692160458,62.62838957338128,0,0
15003006819,Likini Street-Ala Nani Street,0.209357110758067,0.822258778590165,0,0,20.294089274637447,79.70588149187162,0,0
15003006900,Arizona Road,7.771242999334687,0,0,0,99.99996356857027,0,0,0
15003007001,Navy Exchange Mall,146.02014846598618,0,0,0,100.00000000000338,0,0,0
15003007002,Aliamanu Middle & Elementary School,161.73971942320938,0,0,0,100.00000000000716,0,0,0
15003007100,Nimitz Elementary School,133.66549692208653,0,0,0,100.00000000019644,0,0,0
15003007302,Hangar Avenue-Vickers Avenue,298.7353276495588,0,0,0,99.46734301833816,0,0,0
15003007400,Ford Island,713.5609885861755,40.110856925759165,0,0,94.43102104299999,5.308178607008715,0,0
15003007504,Aloha Stadium,117.09715883989385,0.00856432694625,0,0,99.99268675843368,0.007313329120172,0,0
15003007507,Camp H.M. Smith,412.5993112008138,14.934615407995022,0,0,96.50679922607364,3.493200040744902,0,0
15003007508,Stadium Mall,208.945829091892,4.757099961835936,0,0,97.77396580962207,2.226034044531928,0,0
15003007701,Lower Aiea,135.9952353269601,0,0,0,99.99342576699307,0,0,0
15003007702,Aiea Heights,230.5905545187712,32.67210618179668,0,0,87.59718569168948,12.411542867045144,0,0
15003007804,Lower Pearl City,49.40237819553166,0,0,0,100.00000000018272,0,0,0
15003007807,Pearl Ridge High Rise,38.511775739902134,0,0,0,99.99999999967986,0,0,0
15003007808,Pearlridge Center,99.50905694729643,0,18.36460921933814,0,84.42009032134226,0,15.579908166889744,0
15003007809,Newtown,83.54012596647235,113.21671790329499,0.561050957003486,0,42.33366024110459,57.372167133846894,0.284310567131111,0
15003007812,Newtown Neighborhood Park,78.933009172471,0.458812487198905,0,0,99.42209093510607,0.57790900540456,0,0
15003007813,Waiau Elementary School,56.76886389545571,0,0,0,99.99999999990682,0,0,0
15003007814,Nahele Neighborhood Park,96.12243185267583,44.740072555564154,0,0,68.2526179668372,31.76810054726567,0,0
15003007815,Pearl City High School,95.86183398280876,28.24527284279629,0,0,77.24779344926215,22.760726681587023,0,0
15003007816,Kaonohi Street,162.22662045979263,73.25334351030999,0,0,68.8919006080586,31.108100791454422,0,0
15003007817,Pono Street,68.25402530967962,6.849866600895463,6.763610705167631,0,83.36090056459098,8.365968834910314,8.260621654077335,0
15003008001,Hale Mohalu Hospital,112.16705615778939,0,6.799912680325713,0,94.28419829717923,0,5.715798715921016,0
15003008002,Lower Waiau,134.10301308902777,0,0,0,99.99999999993133,0,0,0
15003008005,Pacific Palisades,21.780778406329464,0,0,0,99.999999999988745,0,0,0
15003008008,Manana Housing,52.48475134780655,0,0.002250422229557,0,99.99571235404426,0,0.004287580071603,0
15003008009,Pearl Highlands Center,101.70423071016609,0,4.558453904161965,0,95.71020257190352,0,4.28979742077156,0
15003008010,Waimano Home Rd Hoomoana St,55.297363168637986,0,0,0,100.00000000001164,0,0,0
15003008011,Manana Elementary School,147.01347567659647,0.28347902750332,8.082991966834348,0,94.61547549555729,0.182442479213588,5.202081814943096,0
15003008012,Pearl City Highlands Elementary School,85.8830495242004,0,0,0,99.99999999988411,0,0,0
15003008013,Waimano Home Road-Komo Mai Drive,75.41464701926738,0.008766804126257,0,0,99.98837628916768,0.011623451736181,0,0
15003008301,Iroquois Point,1138.0680841960614,0,452.5249035396769,0,71.55410412707668,0,28.451737218205903,0
15003008302,Campbell High School,159.4643298940747,0,2.233783596816443,0,98.60284140125277,0,1.381233093745286,0
15003008405,Holomua School,0,0,115.49851122416264,0,0,0,100.00000000004331,0
15003008410,Coral Creek Golf Course,0,0,37.92061113387925,0,0,0,100.00000808991658,0
15003008411,Geiger Road,0,0,85.84205905694941,0,0,0,100.00000368250335,0
15003008413,Puuloa Neighborhood Park,18.127740086667455,0,0,0,100.00000753936422,0,0,0
15003008414,Keanui Drive-Hoomahana Street,4.0231657945334,0,163.05713004784124,0,2.407917285487375,0,97.59182246420352,0
15003008415,Hoalauna Community Park,0,0,64.36072992250418,0,0,0,99.99999999984979,0
15003008416,Kolowaka Drive-Koka Street,1.437045123462201,0,26.387507976840254,0,5.164665473571535,0,94.83533199934698,0
15003008417,Kolowaka Drive-Fort Weaver Road,0,0,43.29631179819076,0,0,0,100.00000000007769,0
15003008418,Ewa Beach Park,47.916464872532735,0,0,0,99.99983626085412,0,0,0
15003008623,UH West Oahu,0,0,47.38296263219427,0,0,0,100.00000226196326,0
15003008624,Fort Weaver Road-Aawa Drive,7.931638570407626,0,91.93536703127539,0,7.942201279237055,0,92.05779904887903,0
15003008625,Fort Weaver Road-Renton Road,39.30166428602615,0,38.39894448712761,0,50.58089599978926,0,49.419103564417185,0
15003008626,Ewa Villages Golf Course,97.33786893158873,0,72.66757203523208,0,57.25573780806196,0,42.74426281637512,0
15003008627,Honouliuli National Historic Site,41.27064765941455,0,1186.7475288808864,0,3.360752180054797,0,96.63924777180637,0
15003008702,St. Joseph School,115.52488708397613,0,0.060810640834926,0,99.94738899714342,0,0.052610869641239,0
15003008704,Waipahu High School,181.91506530800353,0,28.779894983542665,0,86.34049199361552,0,13.659508013789203,0
15003008705,Waipahu Intermediate School,48.68989839046154,0,0,0,78.86679678451806,0,0,0
15003008706,Kapapapuhi Point Park,58.0784341640613,0,71.32185931343513,0,44.417927159222856,0,54.546393983273546,0
15003008707,Waipahu District Park,88.23201030098593,0,0,0,99.99999999997213,0,0,0
15003008801,Paiwa Street-Hiapo Street,42.04123262075918,0,1.046473892834783,0,97.57129369907132,0,2.428706419415856,0
15003008802,Waipahu Uka Neighborhood Park,117.56001741028183,0,0.088507602703149,0,99.9247695993117,0,0.075230524822345,0
15003008912,August Ahrens School,53.56913274742102,0,0,0,99.99999999989491,0,0,0
15003008913,Robinson Heights,84.87906701106151,0,3.595307340800854,0,95.93632900825416,0,4.063670821074314,0
15003008921,Waipio,35.54948487519546,0,59.85315479804794,0,37.26257990875654,0,62.73742000153732,0
15003008931,Waiawa Prison,0.840649807866217,0,231.97129983393708,0,0.361085342592589,0,99.63891680983457,0
15003008933,Kealohi Neighborhood Park,0,0,1.161023462440454,0,0,0,99.99999563965207,0
15003008934,Royal Kunia Golf Course,5.327106351400705,0,164.31068821041902,0,3.140282657438182,0,96.85971530927657,0
15003008935,Kupuohi Neighborhood Park,11.370780160314812,0,63.1509975975267,0,15.25833184594793,0,84.74166804391416,0
15003008936,Kaleiopuu Elementary School,85.85748459109942,0,3.86317161003e-4,0,99.99955061073942,0,4.49949619156e-4,0
15003008937,Farrington Highway-Leoku Street,22.769212984679324,0,4.350221089451001,0,83.95902861978975,0,16.040973273752943,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,99.99999999999562,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,1.41706436663068,0,40.520942901831,0,3.378950305614894,0,96.62105379693708,0
15003008948,Kanoelani Elementary School,4.480507044021017,0,45.64035998143389,0,8.93940449319823,0,91.06059539258275,0
15003008949,Waikele Country Club,0,0,78.38831046682282,0,0,0,99.99999999992885,0
15003008950,Kunia Neighborhood Park,24.200162775278233,0,20.443395645031988,0,54.207513022934016,0,45.79248685025934,0
15003008951,Kupuna Loop-Kaaka Street,31.25007501904983,0,0.047816515284472,0,99.84722147710761,0,0.152778711377871,0
15003008952,Patsy T. Mink Central Oahu Regional Park,40.80966754427789,0,272.22910718457706,0,13.036617437889674,0,86.96338243807156,0
15003011401,Lehua Community Park,215.38490827939523,0,0.15596812267814,0,99.92763905670787,0,0.072361273553652,0
15003980200,Honolulu International Airport,59.13360588687165,0,0,0,99.99998708986487,0,0,0
15003981400,Nimitz-Airport Commercial,32.41049687685262,0,0,0,100.00000212526625,0,0,0
15003981900,Malama Bay Golf Course,489.61329718904045,0,0,0,99.92092974330205,0,0,0
15003982200,Waipio Peninsula,122.99961178302854,35.15761481091961,718.6859395841782,0,13.870438803573895,3.964659218394132,81.04488460968297,0
