geoid20,tractname,HA_Unclassified,HA_Agriculture,HA_Conservation,HA_Urban,PCT_Unclassified,PCT_Agriculture,PCT_Conservation,PCT_Urban
15003006704,Moanalua Valley,11.08932620828042,0,0,0,100.00000954016883,0,0,0
15003006806,Ala Lilikoi,51.91558111339205,0,0,0,100.00000000023405,0,0,0
15003006810,Aliamanu Makai,107.08972982001679,0,0,0,100.0000000000591,0,0,0
15003006811,Aliamanu Mauka,59.06095084898181,0,0,0,100.00000226415908,0,0,0
15003006813,Honolulu Country Club,67.97708844436988,0,0,0,100.00000066588287,0,0,0
15003006814,Ala Ilima Street-Ala Lilikoi Street,6.226361747328029,0,0,0,99.99999533237967,0,0,0
15003006816,Likini Street-Aila Street,22.611260978309325,0,0,0,99.99999999955487,0,0,0
15003006817,Likini Street-Maluna Street,49.77883189233824,0,0,0,99.99999999977437,0,0,0
15003006818,Hoa Aloha Neighborhood Park,8.267638729147025,0,0,0,99.99999999987133,0,0,0
15003006819,Likini Street-Ala Nani Street,1.031615908908175,0,0,0,99.99997266255747,0,0,0
15003006900,Arizona Road,7.771240618807299,0,0,0,99.99993293606373,0,0,0
15003007001,Navy Exchange Mall,146.02014846598618,0,0,0,100.00000000000338,0,0,0
15003007002,Aliamanu Middle & Elementary School,161.73971825201227,0,0,0,99.99999927588256,0,0,0
15003007100,Nimitz Elementary School,133.66549692208653,0,0,0,100.00000000019644,0,0,0
15003007302,Hangar Avenue-Vickers Avenue,300.33508723602074,0,0,0,100.00000126396804,0,0,0
15003007400,Ford Island,577.1017054429051,178.54086647568963,0,0,76.37231317621107,23.627687876556568,0,0
15003007504,Aloha Stadium,103.3289779556599,13.776745070308918,0,0,88.23563464862941,11.764365318630338,0,0
15003007507,Camp H.M. Smith,427.5339287244469,0,0,0,99.99999976166535,0,0,0
15003007508,Stadium Mall,213.4064533038868,0.29647614944712,0,0,99.86126719816211,0.138732842983253,0,0
15003007701,Lower Aiea,118.83659013347908,17.17740836134187,0,0,87.37716233473748,12.630059455536356,0,0
15003007702,Aiea Heights,263.2396790369189,0,0,0,99.99999823991318,0,0,0
15003007804,Lower Pearl City,49.40237819553166,0,0,0,100.00000000018272,0,0,0
15003007807,Pearl Ridge High Rise,38.373631701323866,0.138144031061824,0,0,99.64129403008029,0.358705950082303,0,0
15003007808,Pearlridge Center,90.89827808447237,26.975388094334065,0,0,77.11499919057498,22.88499930798323,0,0
15003007809,Newtown,197.33735385878276,0,0,0,99.99999873700341,0,0,0
15003007812,Newtown Neighborhood Park,79.3918217069666,0,0,0,100.00000000008438,0,0,0
15003007813,Waiau Elementary School,56.76886389545571,0,0,0,99.99999999990682,0,0,0
15003007814,Nahele Neighborhood Park,140.8333242315539,0,0,0,99.99999886091501,0,0,0
15003007815,Pearl City High School,124.09653663842106,0,0,0,100.00000241736106,0,0,0
15003007816,Kaonohi Street,235.47996464946488,0,0,0,100.00000168801412,0,0,0
15003007817,Pono Street,81.87774465923506,0,0,0,100.0000000003443,0,0,0
15003008001,Hale Mohalu Hospital,89.96621828616837,29.000751846561744,0,0,75.62285269400249,24.377145407311566,0,0
15003008002,Lower Waiau,125.35775430018595,8.745259601350153,0,0,93.47870074841485,6.521299857400206,0,0
15003008005,Pacific Palisades,21.780778425911617,0,0,0,100.0000000898944,0,0,0
15003008008,Manana Housing,52.48700180459836,0,0,0,99.99999999996501,0,0,0
15003008009,Pearl Highlands Center,105.75812410248061,0.504560166775459,0,0,99.52517619762253,0.474823470317696,0,0
15003008010,Waimano Home Rd Hoomoana St,55.297363168637986,0,0,0,100.00000000001164,0,0,0
15003008011,Manana Elementary School,155.37994706657213,0,0,0,100.00000004434013,0,0,0
15003008012,Pearl City Highlands Elementary School,85.8830495242004,0,0,0,99.99999999988411,0,0,0
15003008013,Waimano Home Road-Komo Mai Drive,75.42341401881458,0,0,0,100.00000000000236,0,0,0
15003008301,Iroquois Point,1456.4087379638122,134.09134536075354,0,0,91.56923380507853,8.430766332632004,0,0
15003008302,Campbell High School,161.72386782937988,0,0,0,99.99999937898363,0,0,0
15003008405,Holomua School,115.49851122416264,0,0,0,100.00000000004331,0,0,0
15003008410,Coral Creek Golf Course,37.92060725242532,0,0,0,99.99999785417901,0,0,0
15003008411,Geiger Road,85.84205940582572,0,0,0,100.00000408891991,0,0,0
15003008413,Puuloa Neighborhood Park,18.127736916821068,0,0,0,99.99999005319876,0,0,0
15003008414,Keanui Drive-Hoomahana Street,167.08073126121096,0,0,0,100.00000035355261,0,0,0
15003008415,Hoalauna Community Park,64.36072992250418,0,0,0,99.99999999984979,0,0,0
15003008416,Kolowaka Drive-Koka Street,27.824553803321237,0,0,0,99.99999999953145,0,0,0
15003008417,Kolowaka Drive-Fort Weaver Road,43.29631179819076,0,0,0,100.00000000007769,0,0,0
15003008418,Ewa Beach Park,31.25092345295877,16.665621541245336,0,0,65.21948638343234,34.780517088296776,0,0
15003008623,UH West Oahu,47.3829655967164,0,0,0,100.00000851847831,0,0,0
15003008624,Fort Weaver Road-Aawa Drive,99.70463244250352,0.162372413159741,0,0,99.8374109336169,0.162588647485967,0,0
15003008625,Fort Weaver Road-Renton Road,77.70060911166567,0,0,0,99.9999999998683,0,0,0
15003008626,Ewa Villages Golf Course,170.0054399404901,0,0,0,100.00000002073246,0,0,0
15003008627,Honouliuli National Historic Site,1227.0259488146896,0.992230667797228,0,0,99.91920084447912,0.080799346970172,0,0
