geoid20,tractname,HA_Unclassified,HA_Agriculture,HA_Urban,HA_Conservation,PCT_Unclassified,PCT_Agriculture,PCT_Urban,PCT_Conservation
15003006704,Moanalua Valley,11.08932620828042,0,0,0,100.00000954016883,0,0,0
15003006806,Ala Lilikoi,51.91558111339205,0,0,0,100.00000000023405,0,0,0
15003006810,Aliamanu Makai,107.08972982001679,0,0,0,100.0000000000591,0,0,0
15003006811,Aliamanu Mauka,59.06095084898181,0,0,0,100.00000226415908,0,0,0
15003006813,Honolulu Country Club,67.97708844436988,0,0,0,100.00000066588287,0,0,0
15003006814,Ala Ilima Street-Ala Lilikoi Street,6.226361747328029,0,0,0,99.99999533237967,0,0,0
15003006816,Likini Street-Aila Street,22.611260978309325,0,0,0,99.99999999955487,0,0,0
15003006817,Likini Street-Maluna Street,49.77883189233824,0,0,0,99.99999999977437,0,0,0
15003006818,Hoa Aloha Neighborhood Park,8.267638729147025,0,0,0,99.99999999987133,0,0,0
15003006819,Likini Street-Ala Nani Street,1.031615908908175,0,0,0,99.99997266255747,0,0,0
15003006900,Arizona Road,7.771240618807299,0,0,0,99.99993293606373,0,0,0
15003007001,Navy Exchange Mall,146.02014846598618,0,0,0,100.00000000000338,0,0,0
15003007002,Aliamanu Middle & Elementary School,161.73971825201227,0,0,0,99.99999927588256,0,0,0
15003007100,Nimitz Elementary School,133.66549692208653,0,0,0,100.00000000019644,0,0,0
15003007302,Hangar Avenue-Vickers Avenue,300.33508723602074,0,0,0,100.00000126396804,0,0,0
15003007400,Ford Island,755.6425768036003,0,0,0,100.00000169923804,0,0,0
15003007504,Aloha Stadium,117.10572306430556,0,0,0,99.99999999999662,0,0,0
15003007507,Camp H.M. Smith,427.5339287244469,0,0,0,99.99999976166535,0,0,0
15003007508,Stadium Mall,213.70292936535745,0,0,0,99.99999999997769,0,0,0
15003007701,Lower Aiea,136.004176246091,0,0,0,99.9999997703488,0,0,0
15003007702,Aiea Heights,263.2396790369189,0,0,0,99.99999823991318,0,0,0
15003007804,Lower Pearl City,48.8764830971449,0.52589506501239,0,0,98.93548627109408,1.064513661532427,0,0
15003007807,Pearl Ridge High Rise,28.702614771543345,9.809159977900956,0,0,74.52945033046767,25.470547097381075,0,0
15003007808,Pearlridge Center,46.38332453535268,63.009224507804205,8.481117859632901,0,39.35003070878755,53.45487724643824,7.195091157535193,0
15003007809,Newtown,196.8361511767462,0.501202711958825,0,0,99.74601606929974,0.253982682866681,0,0
15003007812,Newtown Neighborhood Park,63.65538653732107,15.736435289442026,0,0,80.1787705191164,19.82122963186073,0,0
15003007813,Waiau Elementary School,56.69364397744056,0.075219894623627,0,0,99.86749793301041,0.132502025691548,0,0
15003007814,Nahele Neighborhood Park,140.8333242315539,0,0,0,99.99999886091501,0,0,0
15003007815,Pearl City High School,124.09653663842106,0,0,0,100.00000241736106,0,0,0
15003007816,Kaonohi Street,234.51871703930146,0.961248194814276,0,0,99.59179386964608,0.408208066648555,0,0
15003007817,Pono Street,73.35824486271152,8.519499723285415,0,0,89.59485287274576,10.405147038150409,0,0
15003008001,Hale Mohalu Hospital,82.17403376545577,31.84046180553051,4.952475888077274,0,69.07298060423686,26.764118784782102,4.162899827170422,0
15003008002,Lower Waiau,57.05692845333748,76.94495441145392,0.10113009891326,0,42.547089091443134,57.37749856546414,0.075412249571195,0
15003008005,Pacific Palisades,21.780778425911617,0,0,0,100.0000000898944,0,0,0
15003008008,Manana Housing,52.48700180459836,0,0,0,99.99999999996501,0,0,0
15003008009,Pearl Highlands Center,106.26268462212603,0,0,0,100.00000000001347,0,0,0
15003008010,Waimano Home Rd Hoomoana St,55.297363168637986,0,0,0,100.00000000001164,0,0,0
15003008011,Manana Elementary School,155.37994706657213,0,0,0,100.00000004434013,0,0,0
15003008012,Pearl City Highlands Elementary School,85.8830495242004,0,0,0,99.99999999988411,0,0,0
15003008013,Waimano Home Road-Komo Mai Drive,75.42341401881458,0,0,0,100.00000000000236,0,0,0
15003008301,Iroquois Point,1587.6810275320156,0,2.819058716060364,0,99.82275677721101,0,0.177243544310286,0
15003008302,Campbell High School,161.72386782937988,0,0,0,99.99999937898363,0,0,0
15003008405,Holomua School,115.49851122416264,0,0,0,100.00000000004331,0,0,0
15003008410,Coral Creek Golf Course,37.92060725242532,0,0,0,99.99999785417901,0,0,0
15003008411,Geiger Road,85.84205940582572,0,0,0,100.00000408891991,0,0,0
15003008413,Puuloa Neighborhood Park,18.127736916821068,0,0,0,99.99999005319876,0,0,0
15003008414,Keanui Drive-Hoomahana Street,167.08073126121096,0,0,0,100.00000035355261,0,0,0
15003008415,Hoalauna Community Park,64.36072992250418,0,0,0,99.99999999984979,0,0,0
15003008416,Kolowaka Drive-Koka Street,27.824553803321237,0,0,0,99.99999999953145,0,0,0
15003008417,Kolowaka Drive-Fort Weaver Road,43.29631179819076,0,0,0,100.00000000007769,0,0,0
15003008418,Ewa Beach Park,40.72783516006679,0,7.18870866423921,0,84.99743998435878,0,15.00256104583758,0
15003008623,UH West Oahu,47.3829655967164,0,0,0,100.00000851847831,0,0,0
15003008624,Fort Weaver Road-Aawa Drive,76.01874378752824,23.848261370435576,0,0,76.11997934548752,23.880020538318472,0,0
15003008625,Fort Weaver Road-Renton Road,77.70060911166567,0,0,0,99.9999999998683,0,0,0
15003008626,Ewa Villages Golf Course,170.0054399404901,0,0,0,100.00000002073246,0,0,0
